date,price,amount
2020-03-03,8781.306151508417,4629.972286110088
2020-03-04,8757.36112220565,3353.232522300004
2020-03-05,9026.333504082657,6448.685673359971
2020-03-06,9097.892473204474,4136.423394289996
2020-03-07,9042.427834163642,2805.5915714000134
2020-03-08,8452.283389608867,9068.890401960241
2020-03-09,7864.612807687441,12177.39425093037
2020-03-10,7948.859555976423,8274.953757300154
2020-03-11,7826.790187697235,7289.61145281008
2020-03-12,6179.805093179414,58513.38918903251
2020-03-13,5201.655706202715,54419.64133553543
2020-03-14,5403.215957877697,15370.868149599839
2020-03-15,5402.832070619812,16589.30386377972
2020-03-16,4886.9786081816355,34905.46359768959
2020-03-17,5315.466047385048,17517.842420490288
2020-03-18,5257.756211251787,22559.23112902894
2020-03-19,5913.046367251791,24783.73487364961
2020-03-20,6415.463182274351,30082.502482517953
2020-03-21,6151.480868635989,11796.726568870523
2020-03-22,6026.593049649265,10813.38456907051
2020-03-23,6188.12060233315,19053.804564049555
2020-03-24,6657.070172005755,19719.094024140573
2020-03-25,6676.896972701229,16675.7351209702
2020-03-26,6667.198521227307,7393.707233650051
2020-03-27,6663.300109157063,10816.285565040154
2020-03-28,6220.809518788139,11613.49398164004
2020-03-29,6049.6694423837735,9298.939051100138
2020-03-30,6301.57103377031,14974.444163000622
2020-03-31,6447.627529542091,6342.29832650991
2020-04-01,6354.85308962261,11319.14793815027
2020-04-02,6812.50332352081,17212.820673310416
2020-04-03,6831.528729278687,10570.10640235015
2020-04-04,6797.535118248158,6018.515632330028
2020-04-05,6788.831282141153,3981.9769241700164
2020-04-06,7122.968274807699,13683.037894160305
2020-04-07,7311.35436701745,11669.014265240205
2020-04-08,7307.21677705658,8720.210500490026
2020-04-09,7297.575749596939,8324.921772699981
2020-04-10,6936.151309944791,10727.866856160088
2020-04-11,6863.751060625416,3326.674762130028
2020-04-12,7002.723106150368,7264.519280429986
2020-04-13,6745.811500189925,10837.574532230028
2020-04-14,6883.09247328464,7275.686573819993
2020-04-15,6773.735244244788,8109.732342539989
2020-04-16,6944.3331674024685,15726.696373770143
2020-04-17,7070.28790810151,8539.618350859915
2020-04-18,7162.464812007037,5102.502619519965
2020-04-19,7160.057842244721,4662.192092439961
2020-04-20,7007.850154357636,11365.009317660086
2020-04-21,6861.784261221112,5570.9561904299935
2020-04-22,7039.336508474556,6273.40631495002
2020-04-23,7403.487887802794,14779.548143540122
2020-04-24,7520.374243119225,7357.10670680996
2020-04-25,7555.824534883736,3800.8277303599953
2020-04-26,7611.785478354735,5247.540818069925
2020-04-27,7715.212156615354,6878.022537879935
2020-04-28,7728.52581714543,7248.95596949987
2020-04-29,8369.094007071482,26396.09715678888
2020-04-30,8913.373094616802,24057.739335249527
2020-05-01,8797.197018317318,11379.685742010146
2020-05-02,8895.449787366519,5524.267065720017
2020-05-03,8978.027910898129,9218.27490900011
2020-05-04,8770.642043216563,10018.97499887001
2020-05-05,8934.423792048916,9592.13446226005
2020-05-06,9203.608396471034,15110.941813290294
2020-05-07,9630.964174807923,25012.900312029422
2020-05-08,9916.787747067674,19203.483794610198
2020-05-09,9708.636566846682,11278.63371512916
2020-05-10,8677.085197506532,31639.428743409626
2020-05-11,8685.078777030625,34465.18657225317
2020-05-12,8789.38184760468,14010.261205502007
2020-05-13,9103.445292945367,12762.851616821605
2020-05-14,9641.293926273916,19936.185455609666
2020-05-15,9489.685461305678,17324.144601440516
2020-05-16,9399.839601445618,6170.09609719067
2020-05-17,9680.441178586188,9515.793580210735
2020-05-18,9723.639284054483,12362.327638231629
2020-05-19,9677.73909407032,12149.6853491715
2020-05-20,9610.943606155948,12351.428177011321
2020-05-21,9180.228862596512,16879.82890788205
2020-05-22,9118.119268054828,7261.28419694057
2020-05-23,9198.128375859056,3477.278508580254
2020-05-24,9039.83213289312,8855.477632840588
2020-05-25,8808.59721446262,8919.923789550628
2020-05-26,8848.048197099068,5923.005236960436
2020-05-27,9080.469166313198,6867.671019350515
2020-05-28,9366.650455263903,11523.408894830736
2020-05-29,9448.269155516284,7226.773899950584
2020-05-30,9534.344289498884,6781.841962250411
2020-05-31,9541.877782305843,5697.998383730245
2020-06-01,9803.887621779108,12109.141496641383
2020-06-02,9797.252479310655,22725.119420987612
2020-06-03,9552.235594470141,6928.763228780372
2020-06-04,9717.637083986117,8938.768888700613
2020-06-05,9729.049293751817,7157.370956750079
2020-06-06,9636.575095082037,4047.2692474200053
2020-06-07,9592.686888240078,6762.651588220408
2020-06-08,9725.544328524567,5379.078016480312
2020-06-09,9719.93189324722,6922.797884710301
2020-06-10,9816.223705975703,7107.201403350609
2020-06-11,9537.081695687773,16389.44455357271
2020-06-12,9413.646470620059,6934.135335350132
2020-06-13,9426.036198747157,2938.682220670014
2020-06-14,9381.895202071524,3477.2523586299944
2020-06-15,9210.921861957118,11765.113533901485
2020-06-16,9495.137040921969,6864.218224389898
2020-06-17,9427.409749491326,5902.366360439971
2020-06-18,9399.412550237823,3997.012846540089
2020-06-19,9325.042871563974,5305.907719099976
2020-06-20,9295.423298451147,3071.7938482900217
2020-06-21,9345.463814281517,1435.211896409978
2020-06-22,9526.756580563242,6615.645408819934
2020-06-23,9638.197195189485,4866.114705450065
2020-06-24,9380.25149613656,10072.575418020479
2020-06-25,9212.214640992492,8701.246174600268
2020-06-26,9155.3996465125,7912.383754871155
2020-06-27,9050.315221991172,4399.676024190311
2020-06-28,9068.574493025226,3231.857280860125
2020-06-29,9112.445067372466,4942.725330030269
2020-06-30,9146.022740686747,2781.6312513200814
2020-07-01,9205.622630216647,4321.565592350281
2020-07-02,9123.43613695094,6866.048973520453
2020-07-03,9092.368019386693,3510.003538090151
2020-07-04,9101.31963749836,2180.3723717799844
2020-07-05,9049.840092563769,3067.8778085200743
2020-07-06,9241.478184426302,5361.35284949056
2020-07-07,9269.346966854986,4702.825653670216
2020-07-08,9358.783562782175,6275.546663580444
2020-07-09,9310.197498535876,4575.448539510175
2020-07-10,9197.229757012215,3910.326789960139
2020-07-11,9240.540326040922,1453.165359349987
2020-07-12,9253.837680097646,2037.1536304499848
2020-07-13,9277.137484840741,3875.1731905201373
2020-07-14,9216.298936741961,4479.910605690238
2020-07-15,9213.041048111181,3810.0484110302946
2020-07-16,9114.493518368667,5541.853893830582
2020-07-17,9134.192957530468,3593.497129530092
2020-07-18,9164.739191503433,1358.2853197799907
2020-07-19,9156.522658513872,1585.3991685899587
2020-07-20,9174.636564682012,3064.807394010031
2020-07-21,9336.010305783308,5559.474309750235
2020-07-22,9389.611039845378,5520.762623560542
2020-07-23,9548.214912591884,10413.9438474301
2020-07-24,9557.227468762556,8012.905091539998
2020-07-25,9626.663342485559,5065.449895660045
2020-07-26,9883.241006579834,9090.214306819884
2020-07-27,10574.375996707664,27736.83221358045
2020-07-28,10979.110743056199,17062.373801280133
2020-07-29,11128.4700763065,12452.863035650054
2020-07-30,11033.063706229357,10456.84804792018
2020-07-31,11232.145879896176,10417.507461570318
2020-08-01,11642.589486357892,11195.807523319949
2020-08-02,11332.289054541448,12656.411029440183
2020-08-03,11282.937746794156,6984.670780319894
2020-08-04,11229.476718162194,5522.110517569939
2020-08-05,11511.940386844362,7514.791425309931
2020-08-06,11761.552911027276,9855.99436304996
2020-08-07,11664.856956249481,10503.3617467801
2020-08-08,11690.12583839613,3983.7488866499702
2020-08-09,11666.620710047593,2649.48917648998
2020-08-10,11887.964245375584,7701.728069139921
2020-08-11,11572.784212600542,10470.688071360168
2020-08-12,11467.166510774976,5668.601804639992
2020-08-13,11549.613716951753,6839.551214659902
2020-08-14,11754.278760557298,5526.796498079979
2020-08-15,11876.267646592081,3983.1759298200036
2020-08-16,11844.509322233145,2494.1700028899927
2020-08-17,12144.071812221957,9778.328568330124
2020-08-18,12125.461105513436,8818.187841169987
2020-08-19,11785.413759354777,9401.501184449877
2020-08-20,11802.19727113758,4191.757920919964
2020-08-21,11721.40564545017,6391.179727209944
2020-08-22,11549.023168020272,3401.4219225299867
2020-08-23,11626.133059495942,1632.8709181899994
2020-08-24,11735.478286045449,2887.0580826399832
2020-08-25,11436.677676631678,7073.693746229976
2020-08-26,11404.879676364628,4273.080169030053
2020-08-27,11337.751547448754,7796.1556966299595
2020-08-28,11457.118327390333,6046.497463879984
2020-08-29,11506.440555555502,2095.936002749998
2020-08-30,11614.158374515413,2328.6570188600053
2020-08-31,11685.74097396748,4534.218102009989
2020-09-01,11896.96256249301,7960.822380429939
2020-09-02,11492.274049292842,13056.072877510067
2020-09-03,10835.643639212489,18554.731212029285
2020-09-04,10370.660123415222,17415.36005732918
2020-09-05,10209.699643421429,12165.473085039925
2020-09-06,10198.32116750965,5121.251804309986
2020-09-07,10124.191970192764,8725.092039620038
2020-09-08,10100.47417590873,10560.874705670052
2020-09-09,10195.446721211985,5872.219512399963
2020-09-10,10339.11361345777,10223.191177749895
2020-09-11,10299.988452657099,5245.742444860047
2020-09-12,10369.766712529317,2509.2398341800135
2020-09-13,10366.20018201073,4325.105565180028
2020-09-14,10549.41640076092,7325.232456330022
2020-09-15,10786.409535975583,6456.6629526700135
2020-09-16,10918.67401223072,8300.239832019968
2020-09-17,10882.901932374047,5525.717409920032
2020-09-18,10921.140846527594,4398.92439286999
2020-09-19,11022.822783587282,2253.3515378900065
2020-09-20,10906.377924595045,3250.017495770009
2020-09-21,10607.601068549788,9948.021250529959
2020-09-22,10464.984766690539,4800.598551959979
2020-09-23,10397.483953979678,5711.3606620700275
2020-09-24,10497.746910877418,6703.91881646003
2020-09-25,10666.085356233309,6346.723793550017
2020-09-26,10718.971413398764,2550.316303469996
2020-09-27,10715.353348265486,2286.8616247299897
2020-09-28,10871.44829621784,4991.570627249969
2020-09-29,10730.995225176925,4029.3917304299985
2020-09-30,10738.253794151457,4304.622694900013
2020-10-01,10700.691428627948,8678.347282919944
2020-10-02,10516.0290090324,8333.458524369955
2020-10-03,10548.977273587394,1134.797758140001
2020-10-04,10610.066372290585,1057.7753035500014
2020-10-05,10710.118063627742,3618.015292039985
2020-10-06,10668.295959691335,4800.695136330009
2020-10-07,10618.84897888207,5560.24913561996
2020-10-08,10769.697613102118,6969.040851209925
2020-10-09,11010.529288389549,5355.339593650058
2020-10-10,11334.656436228948,3270.370270309925
2020-10-11,11362.634568099233,2177.6508581799976
2020-10-12,11462.920266220226,7088.227785279987
2020-10-13,11444.91253394213,5097.960824330002
2020-10-14,11403.74511125658,3788.2507592300176
2020-10-15,11419.076586630152,4864.429556160054
2020-10-16,11349.642122692087,4309.224485660022
2020-10-17,11342.80314416176,1124.4201987599886
2020-10-18,11429.063418429856,1047.1686913199987
2020-10-19,11636.314466594074,5459.933988460044
2020-10-20,11870.369229295142,5859.837324370065
2020-10-21,12548.626045898367,20093.61486292953
2020-10-22,12951.863243603226,9277.56218571004
2020-10-23,12919.073809350906,4996.397919760012
2020-10-24,13046.60518190835,2820.8233332400105
2020-10-25,13066.161822709877,3658.602808750051
2020-10-26,13060.88607929532,5725.1957195601
2020-10-27,13444.638149402226,11242.754507739843
2020-10-28,13396.126571338933,10670.864618190162
2020-10-29,13327.997716748776,8894.956945010006
2020-10-30,13408.191992252894,8981.119860420073
2020-10-31,13760.63904984254,6337.39292768008
2020-11-01,13768.492292783929,2534.0858149700134
2020-11-02,13558.822366347307,7065.411109330064
2020-11-03,13609.895250574378,7225.866356140093
2020-11-04,13898.47753136222,10926.326805440214
2020-11-05,14899.589902172605,18422.631860449605
2020-11-06,15583.384863018458,13479.467067710098
2020-11-07,15164.820594107323,10933.924191859967
2020-11-08,15241.032890876686,5046.4991639500495
2020-11-09,15358.51053987283,14466.07953691973
2020-11-10,15332.844479662554,8966.481713929914
2020-11-11,15642.043913584057,10013.264271870186
2020-11-12,15937.662254836516,16261.471188639734
2020-11-13,16279.829718340186,7843.2242158303025
2020-11-14,16002.779832248325,5046.326704979974
2020-11-15,15979.967877218867,3225.7053301600076
2020-11-16,16430.74588307485,7511.714840290057
2020-11-17,17268.94039002215,9824.738529570413
2020-11-18,17881.21028309473,15717.920720690394
2020-11-19,17801.646954300355,10506.696462149952
2020-11-20,18360.230151323372,10020.013513260232
2020-11-21,18720.468615776743,5937.505363050093
2020-11-22,18337.802380689205,6417.217717340108
2020-11-23,18438.878714001592,9412.087221830112
2020-11-24,18939.288738226292,13262.831166681039
2020-11-25,19051.71350101438,8962.622255010105
2020-11-26,17200.674613480835,21424.986556759217
2020-11-27,16955.098288199766,8964.832429410102
2020-11-28,17389.977265700985,4471.522024550029
2020-11-29,18027.70585953927,3736.1591794000333
2020-11-30,19061.83574379721,10612.6709249902
2020-12-01,19196.464534025727,11799.589433510235
2020-12-02,18933.500341013125,6749.364019480068
2020-12-03,19309.471164769835,6196.525072180007
2020-12-04,19081.526314582097,6261.69674357017
2020-12-05,18981.54370420499,2376.723223589959
2020-12-06,19150.47082310055,2503.4542628999584
2020-12-07,19189.080963930268,4323.270441320061
2020-12-08,18865.08550867117,5979.966232789996
2020-12-09,18244.81628605987,8906.945247330172
2020-12-10,18273.610706448173,6784.455491440053
2020-12-11,17923.911858703912,6687.922673890227
2020-12-12,18479.16546148214,3515.327046070031
2020-12-13,19142.261710266397,4251.961210320034
2020-12-14,19166.150765804272,3618.3769045700037
2020-12-15,19335.526108270195,6750.772194249958
2020-12-16,20378.554650546997,14974.621843710238
