date,price,amount
2020-11-13,13767.976774561519,5047.300773490129
2020-11-14,13527.35997481713,3661.5165584800584
2020-11-15,13529.151960839594,2141.346106879972
2020-11-16,13933.843581097095,6740.839790210526
2020-11-17,14557.264704917427,8564.650707550485
2020-11-18,15056.557335255584,11680.98958063106
2020-11-19,15068.425571239603,6131.162829320678
2020-11-20,15525.838160413467,6797.221249810655
2020-11-21,15765.410750302644,3547.236375260201
2020-11-22,15373.392002656657,6985.427469170634
2020-11-23,15558.596943964962,5208.178457680358
2020-11-24,15963.883047984498,9464.57188735053
2020-11-25,16007.796464115534,6416.059895550502
2020-11-26,14413.842942748714,18933.722806931248
2020-11-27,14194.142132712002,5994.750620460432
2020-11-28,14609.785353553138,3832.36648220007
2020-11-29,15124.073801118173,3675.17520137008
2020-11-30,15972.036401979107,11081.845517871088
2020-12-01,15977.269853661981,9866.368153021283
2020-12-02,15717.999733720095,5096.567252630306
2020-12-03,15937.180260976487,4943.932725080168
2020-12-04,15688.413114591944,5791.647948600481
2020-12-05,15709.37365781835,2112.9177817999657
2020-12-06,15797.036436893315,1768.5059138999795
2020-12-07,15825.427980090131,3003.2920155500797
2020-12-08,15547.925667083093,4510.412091130399
2020-12-09,15041.300285432448,6662.015247030694
2020-12-10,15081.91692813854,4185.52454060038
2020-12-11,14794.92731182264,5004.521623470441
2020-12-12,15289.145221184159,2889.0993400301068
2020-12-13,15806.84914022859,3631.8285889902295
2020-12-14,15781.264583080394,2943.434758830015
2020-12-15,15929.197474277145,4308.245560110174
2020-12-16,16778.730708180392,9293.18329715105
2020-12-17,18593.278651814533,14905.959438152297
2020-12-18,18649.742586529217,5616.851744620484
2020-12-19,19130.992303465962,5236.817161810482
2020-12-20,19219.84345398876,4159.8978985603435
2020-12-21,18865.35000895273,9008.391687821117
2020-12-22,18956.080088065777,5630.9578759105325
2020-12-23,19267.318286008904,7167.145837541009
2020-12-24,19091.641542078745,4983.452550710555
2020-12-25,19845.848843630043,5884.445386870651
2020-12-26,20956.84830340684,7665.674319110939
2020-12-27,22060.467581584915,11498.630628271694
2020-12-28,22024.061752635276,5382.2145219407075
2020-12-29,21770.6024096617,6257.184184620754
2020-12-30,22962.727035405045,8138.622785361273
2020-12-31,23484.736946338497,7254.21420347107
2021-01-01,23883.45345829585,3939.906968890255
2021-01-02,25214.336108336833,14067.674150472074
2021-01-03,26570.885309801266,9869.691334281555
2021-01-04,25027.702916968676,11736.824702681297
2021-01-05,26409.38579808425,11196.009487771567
2021-01-06,28435.36477648884,11225.246929611461
2021-01-07,31004.55365846585,14145.91752475199
2021-01-08,32679.74861385067,12630.0931983519
2021-01-09,32819.55986945476,4454.954171380462
2021-01-10,31064.777335580937,9665.262209261151
2021-01-11,27525.09570388494,21528.11194862187
2021-01-12,28588.96363497689,11123.458938870643
2021-01-13,28864.75253288122,9941.234372420811
2021-01-14,31878.557388072102,10872.016269101074
2021-01-15,30423.733235241405,9869.0145775313
2021-01-16,30518.99426117167,5503.41494513047
2021-01-17,29320.6074660001,5833.378025940476
2021-01-18,29964.898424667997,5988.573278730499
2021-01-19,30486.19388277363,5686.370878060547
2021-01-20,28827.873129632437,7513.310318960895
2021-01-21,26567.64782723974,13770.085113981324
2021-01-22,26053.126985252835,10885.874163800967
2021-01-23,26560.22679189189,3470.3889257201295
2021-01-24,26371.919741815513,3532.437780560182
2021-01-25,27607.112727877906,6555.8261272506115
2021-01-26,26289.919818411152,6094.092718650536
2021-01-27,25383.943648841534,9448.96440709075
2021-01-28,26428.44940291875,6955.314702730718
2021-01-29,29347.920688800048,16356.296591090502
2021-01-30,28065.602999190163,4413.261338720187
2021-01-31,27431.861202880173,4267.28296086018
2021-02-01,27959.272643145978,5127.035268280236
2021-02-02,29021.803021849908,6163.622744530531
2021-02-03,30437.33038823224,6530.398215010589
2021-02-04,31283.272228479695,6596.626394160519
2021-02-05,31443.203374671306,4436.239141290328
2021-02-06,33078.37337696494,7019.245954040829
2021-02-07,32083.574894011366,4872.061884860445
2021-02-08,35553.58467017642,12460.235869900976
2021-02-09,38636.46305143639,8621.55043497108
2021-02-10,37610.231079327204,6864.147139960937
2021-02-11,38607.78831284376,8434.97327459066
2021-02-12,39297.65106981516,5400.582776270485
2021-02-13,39023.62497512016,3281.893191230107
2021-02-14,40343.049350374735,3979.492935700219
2021-02-15,39425.173385796035,5631.307997940721
2021-02-16,40420.41303594445,6188.106568490933
2021-02-17,42425.01942242017,7236.9874638211595
2021-02-18,42974.39286072337,4305.278251410457
2021-02-19,44308.19310604182,6872.43819854102
2021-02-20,46313.677896070556,5531.639699950864
2021-02-21,47245.47809366099,2862.2658310101
2021-02-22,44245.17576936771,12988.74537717127
2021-02-23,39620.82835190956,17328.050914880383
2021-02-24,41180.21727481985,8494.394086371038
2021-02-25,40859.61058469611,6240.863995481001
2021-02-26,38353.77015301915,7913.707239221438
2021-02-27,39052.26728956411,3513.218166910168
2021-02-28,36983.46325334978,6662.346592300643
2021-03-01,39791.55941532031,6394.9896229506985
2021-03-02,40315.01402157101,4911.249251630441
2021-03-03,42156.533933615916,6284.582645910675
2021-03-04,41052.5738282362,5995.325694230695
2021-03-05,40010.99942405042,5159.593881040431
2021-03-06,40590.55327392456,2366.879498070007
2021-03-07,42295.90280086959,3408.7480928700675
2021-03-08,42824.347339644126,3855.3425942801045
2021-03-09,45391.02710077413,4942.712189230374
2021-03-10,46829.563301691014,6910.638736771041
2021-03-11,47139.6223337732,5044.695239370539
2021-03-12,47470.53339462292,5006.994348500524
2021-03-13,49407.38549419385,5026.719481240592
2021-03-14,50044.431725136645,2765.2278370500626
2021-03-15,47733.14733818725,6348.479777300827
2021-03-16,46445.409835441664,4813.744509840376
2021-03-17,47158.10487197346,4556.519920020274
2021-03-18,49059.91858815148,3753.9895461900533
2021-03-19,49074.60264187599,2965.586328589981
2021-03-20,49497.4166354035,2072.4989118499298
2021-03-21,48105.49081968935,3037.008733119949
2021-03-22,47251.784256425024,4687.930754650306
2021-03-23,45981.46864629238,4195.961218340055
2021-03-24,46533.99755335301,5362.592596310563
2021-03-25,44060.9518602538,6355.385707970583
2021-03-26,45316.00548987109,3729.824134890059
2021-03-27,46875.52867976441,3045.6734125499893
2021-03-28,47274.75881627642,1827.9399007399743
2021-03-29,48681.524683145835,4094.5186019600264
2021-03-30,49910.33332655698,3545.815358479986
2021-03-31,49973.27237014301,4363.815346130064
2021-04-01,50042.78459186437,2157.8124507199577
2021-04-02,50388.43019657677,3046.7553333600295
2021-04-03,49927.999858931384,2230.939310079962
2021-04-04,49243.03573470552,1526.5884695999573
2021-04-05,49381.440894945306,2229.250390929974
2021-04-06,49356.33048603871,2998.1821016299764
2021-04-07,47866.06548684683,4141.5368026001515
2021-04-08,48218.572128479485,2514.7675635399723
2021-04-09,49032.959036738765,2079.9584653999846
2021-04-10,50133.188652806166,4003.457714700068
2021-04-11,50115.73356972293,1906.0637523699543
2021-04-12,50528.48410983003,5208.819484430239
2021-04-13,52359.32741515245,5244.361979880382
2021-04-14,53096.00320244772,5544.066281150525
2021-04-15,52590.34287574337,2785.1714382899568
2021-04-16,51418.81344496495,4941.955611490318
