amount,total,price,type
0.0025,149.18794000000005,42060.3,buy
0.00047,149.18841000000006,42060.01,buy
0.06335,149.25176000000008,42060.0,buy
0.0026,149.25436000000008,42059.9,buy
0.00638,149.26074000000008,42058.83,buy
0.63434,149.8950800000001,42058.13,buy
0.00069,149.89577000000008,42057.81,buy
0.0004,149.8961700000001,42057.35,buy
0.00046,149.8966300000001,42057.16,buy
0.00047,149.8971000000001,42056.44,buy
0.00127,149.8983700000001,42056.24,buy
0.00051,149.8988800000001,42056.16,buy
0.00025,149.8991300000001,42056.12,buy
0.00757,149.9067000000001,42056.11,buy
0.00047,149.9071700000001,42055.83,buy
0.0137,149.9208700000001,42055.21,buy
0.00028,149.9211500000001,42055.18,buy
0.02972,149.9508700000001,42055.1,buy
0.00048,149.9513500000001,42055.03,buy
0.00066,149.95201000000012,42054.92,buy
0.0005,149.9525100000001,42054.69,buy
0.00913,149.9616400000001,42053.63,buy
0.00071,149.9623500000001,42052.89,buy
0.00075,149.9631000000001,42052.84,buy
0.00074,149.96384000000012,42052.35,buy
0.00052,149.9643600000001,42051.99,buy
0.00044,149.9648000000001,42051.87,buy
0.00132,149.9661200000001,42051.58,buy
0.00078,149.9669000000001,42051.48,buy
0.00516,149.97206000000008,42051.47,buy
0.00113,149.97319000000007,42051.02,buy
0.00239,149.97558000000006,42051.0,buy
0.00026,149.97584000000006,42050.5,buy
2.15218,152.12802000000005,42050.0,buy
0.00057,152.12859000000006,42049.27,buy
0.001,152.12959000000006,42049.0,buy
0.00079,152.13038000000006,42048.97,buy
0.00047,152.13085000000007,42048.8,buy
0.00047,152.13132000000007,42045.68,buy
0.01746,152.14878000000007,42045.0,buy
0.00058,152.1493600000001,42044.93,buy
0.00049,152.1498500000001,42044.13,buy
0.00689,152.1567400000001,42043.38,buy
0.00246,152.1592000000001,42042.76,buy
0.01142,152.1706200000001,42042.54,buy
0.00048,152.1711000000001,42041.85,buy
0.00406,152.17516000000012,42041.69,buy
0.00025,152.1754100000001,42041.66,buy
0.0009,152.17631000000011,42041.5,buy
0.00237,152.17868000000013,42041.07,buy
0.00026,152.17894000000013,42040.96,buy
0.00587,152.1848100000001,42040.81,buy
0.05085,152.2356600000001,42040.0,buy
0.00048,152.23614000000012,42039.92,buy
0.00089,152.23703000000012,42039.03,buy
0.0016,152.23863000000011,42037.75,buy
0.00025,152.2388800000001,42037.61,buy
0.00272,152.24160000000012,42036.36,buy
0.0026,152.24420000000012,42035.76,buy
0.00083,152.24503000000013,42035.64,buy
0.018,152.26303000000013,42035.58,buy
0.00047,152.26350000000014,42035.34,buy
0.00048,152.26398000000015,42035.08,buy
0.00029,152.26427000000015,42035.01,buy
0.00066,152.26493000000016,42034.95,buy
0.00027,152.26520000000016,42034.86,buy
0.00243,152.26763000000017,42033.88,buy
0.00198,152.26961000000017,42033.69,buy
0.00027,152.26988000000017,42031.81,buy
0.00047,152.27035000000018,42031.75,buy
0.00278,152.27313000000018,42031.48,buy
0.00059,152.27372000000017,42031.13,buy
0.00118,152.27490000000017,42030.95,buy
0.00045,152.27535000000017,42030.83,buy
0.02199,152.29734000000016,42030.0,buy
0.00036,152.29770000000016,42027.39,buy
0.00059,152.29829000000015,42027.19,buy
0.00034,152.29863000000014,42026.56,buy
0.0011,152.29973000000015,42026.33,buy
0.00947,152.30920000000015,42026.24,buy
0.00525,152.31445000000014,42026.0,buy
0.00132,152.31577000000013,42025.78,buy
0.00396,152.31973000000013,42025.31,buy
0.00477,152.32450000000014,42024.94,buy
0.00167,152.32617000000013,42024.67,buy
0.00049,152.32666000000015,42024.01,buy
0.00214,152.32880000000014,42024.0,buy
0.25129,152.58009000000015,42023.72,buy
0.00087,152.58096000000015,42022.57,buy
0.00028,152.58124000000015,42021.48,buy
0.00079,152.58203000000015,42021.42,buy
0.01,152.59203000000014,42021.21,buy
0.0069,152.59893000000014,42020.17,buy
0.23988,152.83881000000014,42020.0,buy
0.00375,152.84256000000013,42019.38,buy
0.00033,152.84289000000012,42018.77,buy
0.00053,152.84342000000012,42018.27,buy
0.0015,152.84492000000012,42018.0,buy
0.00024,152.8451600000001,42017.94,buy
0.0199,152.8650600000001,42016.13,buy
0.0006,152.8656600000001,42016.01,buy
0.0004,152.86606000000012,42015.33,buy
0.0101,152.8761600000001,42015.0,buy
0.00239,152.8785500000001,42014.7,buy
0.0007,152.8792500000001,42013.75,buy
0.00049,152.8797400000001,42013.69,buy
0.00298,152.88272000000012,42013.42,buy
0.00071,152.88343000000012,42012.8,buy
0.00129,152.88472000000013,42012.75,buy
0.00132,152.88604000000012,42012.28,buy
0.00047,152.88651000000013,42012.06,buy
0.00025,152.88676000000012,42012.04,buy
0.00238,152.8891400000001,42012.02,buy
0.00192,152.89106000000012,42012.0,buy
0.0026,152.89366000000012,42011.63,buy
0.00738,152.90104000000014,42011.24,buy
0.00203,152.90307000000013,42011.19,buy
15.002,167.90507000000014,42011.0,buy
0.00224,167.90731000000014,42010.2,buy
0.0969,168.00421000000014,42010.0,buy
0.00476,168.00897000000015,42009.98,buy
0.00061,168.00958000000014,42009.84,buy
0.0238,168.03338000000014,42009.5,buy
0.002,168.03538000000015,42009.44,buy
0.02087,168.05625000000015,42009.0,buy
0.00612,168.06237000000016,42008.93,buy
0.00155,168.06392000000017,42008.55,buy
0.00767,168.07159000000016,42008.0,buy
0.008,168.07959000000017,42007.23,buy
0.01201,168.09160000000017,42007.15,buy
0.06903,168.16063000000017,42006.37,buy
0.00475,168.16538000000017,42006.24,buy
0.00054,168.16592000000017,42005.11,buy
0.00238,168.16830000000016,42005.0,buy
0.01,168.17830000000015,42004.63,buy
0.00746,168.18576000000016,42004.05,buy
0.00032,168.18608000000015,42003.7,buy
0.00038,168.18646000000015,42003.6,buy
0.0004,168.18686000000017,42003.49,buy
0.00024,168.18710000000016,42003.42,buy
0.11761,168.30471000000017,42003.26,buy
0.02,168.32471000000018,42002.0,buy
0.00067,168.3253800000002,42001.96,buy
0.00745,168.3328300000002,42001.95,buy
0.00027,168.3331000000002,42001.6,buy
0.00082,168.3339200000002,42001.48,buy
0.0069,168.3408200000002,42001.34,buy
0.00136,168.3421800000002,42001.06,buy
0.10747,168.44965000000022,42001.0,buy
0.00024,168.4498900000002,42000.98,buy
0.00089,168.4507800000002,42000.93,buy
0.00085,168.45163000000022,42000.9,buy
0.00048,168.45211000000023,42000.84,buy
0.00764,168.45975000000024,42000.53,buy
0.00291,168.46266000000026,42000.33,buy
0.00427,168.46693000000025,42000.28,buy
0.00157,168.46850000000023,42000.25,buy
0.00601,168.47451000000024,42000.15,buy
0.02972,168.50423000000023,42000.1,buy
0.00026,168.50449000000023,42000.06,buy
0.0012,168.50569000000024,42000.01,buy
14.49963,183.00532000000024,42000.0,buy
0.0005,183.00582000000023,41999.36,buy
0.2119,183.21772000000024,41998.86,buy
0.00047,183.21819000000025,41998.62,buy
0.00028,183.21847000000025,41998.58,buy
0.00047,183.21894000000026,41998.52,buy
0.00049,183.21943000000027,41998.14,buy
0.00059,183.22002000000026,41997.82,buy
1.46585,184.68587000000025,41996.88,buy
0.00076,184.68663000000026,41996.31,buy
0.00077,184.68740000000025,41995.95,buy
0.002,184.68940000000026,41995.26,buy
0.00476,184.69416000000027,41995.0,buy
0.00051,184.69467000000026,41994.61,buy
0.00053,184.69520000000026,41993.89,buy
0.00079,184.69599000000025,41993.87,buy
0.00101,184.69700000000026,41993.4,buy
0.00135,184.69835000000026,41993.38,buy
0.00047,184.69882000000027,41993.18,buy
0.0308,184.72962000000027,41993.0,buy
0.00159,184.73121000000026,41992.73,buy
0.00044,184.73165000000026,41992.25,buy
0.00198,184.73363000000026,41991.8,buy
0.00139,184.73502000000025,41991.7,buy
0.0013,184.73632000000023,41990.81,buy
0.00236,184.73868000000024,41990.21,buy
0.00133,184.74001000000024,41990.09,buy
0.00456,184.74457000000024,41989.93,buy
0.00158,184.74615000000023,41989.79,buy
0.00057,184.74672000000024,41989.33,buy
0.00079,184.74751000000023,41988.98,buy
0.00101,184.74852000000024,41988.64,buy
0.0019,184.75042000000025,41988.0,buy
0.0026,184.75302000000025,41987.51,buy
0.00097,184.75399000000024,41986.52,buy
0.00051,184.75450000000023,41985.77,buy
0.00028,184.75478000000024,41985.75,buy
0.00035,184.75513000000024,41985.6,buy
0.00029,184.75542000000024,41985.37,buy
0.00048,184.75590000000025,41985.15,buy
0.00271,184.75861000000026,41984.58,buy
0.00031,184.75892000000027,41984.44,buy
0.00047,184.75939000000028,41984.12,buy
0.0019,184.7612900000003,41983.99,buy
0.00096,184.76225000000028,41980.9,buy
0.0004,184.7626500000003,41980.42,buy
0.00171,184.7643600000003,41980.0,buy
0.0019,184.7662600000003,41979.68,buy
0.00028,184.7665400000003,41979.66,buy
0.00199,184.7685300000003,41979.59,buy
0.0003,184.76883000000032,41978.67,buy
0.00047,184.76930000000033,41978.06,buy
0.00026,184.76956000000033,41977.99,buy
0.01767,184.78723000000033,41977.0,buy
0.00026,184.78749000000033,41976.35,buy
0.00047,184.78796000000034,41975.52,buy
0.0004,184.78836000000035,41973.35,buy
0.00103,184.78939000000034,41972.84,buy
0.001,184.79039000000034,41972.62,buy
0.0018,184.79219000000035,41972.57,buy
0.00025,184.79244000000034,41971.83,buy
0.00083,184.79327000000035,41971.46,buy
0.00053,184.79380000000035,41969.48,buy
0.00247,184.79627000000033,41967.62,buy
0.00096,184.79723000000033,41966.96,buy
0.00083,184.79806000000033,41966.71,buy
0.5,185.29806000000033,41966.66,buy
0.0006,185.29866000000032,41966.62,buy
0.00079,185.29945000000032,41966.32,buy
0.01072,185.3101700000003,41965.78,buy
0.00086,185.3110300000003,41965.76,buy
0.00051,185.3115400000003,41965.69,buy
0.00053,185.3120700000003,41964.77,buy
0.0019,185.3139700000003,41964.5,buy
0.00025,185.3142200000003,41964.28,buy
0.00047,185.3146900000003,41963.94,buy
0.00915,185.3238400000003,41963.69,buy
0.0026,185.3264400000003,41963.41,buy
0.00089,185.3273300000003,41962.87,buy
0.00376,185.3310900000003,41961.5,buy
0.00636,185.3374500000003,41960.64,buy
0.00046,185.3379100000003,41960.57,buy
0.00095,185.3388600000003,41959.45,buy
0.00691,185.3457700000003,41959.29,buy
0.0009,185.3466700000003,41959.18,buy
0.00418,185.3508500000003,41958.93,buy
0.00638,185.3572300000003,41958.46,buy
0.00383,185.3610600000003,41957.69,buy
0.00029,185.3613500000003,41957.1,buy
0.00715,185.3685000000003,41957.05,buy
0.00103,185.36953000000028,41956.95,buy
0.00342,185.3729500000003,41955.95,buy
0.00042,185.37337000000028,41955.44,buy
0.0037,185.3770700000003,41952.98,buy
0.00049,185.3775600000003,41952.19,buy
0.0007,185.3782600000003,41951.26,buy
0.23838,185.6166400000003,41950.48,buy
0.00198,185.6186200000003,41950.13,buy
0.00183,185.62045000000032,41950.0,buy
0.00198,185.62243000000032,41949.95,buy
0.0019,185.62433000000033,41949.9,buy
0.00199,185.62632000000033,41948.97,buy
0.00047,185.62679000000034,41947.91,buy
0.00347,185.63026000000033,41947.5,buy
0.0008,185.63106000000033,41947.33,buy
0.00152,185.63258000000033,41946.65,buy
0.00028,185.63286000000033,41944.49,buy
0.00265,185.63551000000032,41944.0,buy
0.00279,185.63830000000033,41943.28,buy
0.00072,185.63902000000033,41943.17,buy
0.00047,185.63949000000034,41942.7,buy
0.00066,185.64015000000035,41942.45,buy
0.00051,185.64066000000034,41942.41,buy
0.00047,185.64113000000035,41942.28,buy
0.00028,185.64141000000035,41942.06,buy
0.00301,185.64442000000034,41941.57,buy
0.0017,185.64612000000034,41940.01,buy
0.25103,185.89715000000032,41940.0,buy
0.00115,185.89830000000032,41939.74,buy
0.00261,185.90091000000032,41939.32,buy
0.02369,185.9246000000003,41939.0,buy
0.00949,185.9340900000003,41938.87,buy
0.03409,185.9681800000003,41938.77,buy
0.00162,185.9698000000003,41938.1,buy
0.00191,185.97171000000031,41937.84,buy
0.00094,185.97265000000033,41937.37,buy
0.00243,185.97508000000033,41936.55,buy
0.00029,185.97537000000034,41935.73,buy
0.00047,185.97584000000035,41935.59,buy
0.01046,185.98630000000034,41935.52,buy
0.00053,185.98683000000034,41935.08,buy
0.00029,185.98712000000035,41933.77,buy
0.00052,185.98764000000034,41933.33,buy
0.00145,185.98909000000035,41933.3,buy
0.00025,185.98934000000034,41932.27,buy
0.00606,185.99540000000033,41931.64,buy
0.0004,185.99580000000034,41931.41,buy
0.0009,185.99670000000035,41930.14,buy
0.01,186.00670000000034,41928.97,buy
0.00048,186.00718000000035,41927.56,buy
0.00318,186.01036000000033,41926.15,buy
0.00089,186.01125000000033,41924.84,buy
0.0025,186.01375000000033,41924.77,buy
0.0005,186.01425000000032,41924.05,buy
0.00474,186.01899000000031,41923.99,buy
0.00069,186.0196800000003,41923.62,buy
0.00029,186.0199700000003,41922.79,buy
0.01,186.0299700000003,41921.21,buy
0.00397,186.0339400000003,41921.01,buy
0.00725,186.0411900000003,41920.27,buy
0.00027,186.0414600000003,41920.24,buy
0.00048,186.04194000000032,41918.66,buy
0.00337,186.0453100000003,41918.36,buy
0.00541,186.05072000000033,41918.34,buy
0.00043,186.05115000000032,41917.66,buy
0.00691,186.05806000000032,41917.25,buy
0.0006,186.05866000000032,41917.24,buy
0.00719,186.06585000000032,41916.94,buy
0.00124,186.06709000000032,41916.91,buy
0.00032,186.0674100000003,41916.64,buy
0.00121,186.0686200000003,41916.36,buy
0.00051,186.06913000000029,41915.5,buy
0.00261,186.0717400000003,41915.25,buy
0.00026,186.0720000000003,41915.12,buy
0.00178,186.07378000000028,41914.64,buy
0.03934,186.1131200000003,41913.06,buy
0.00229,186.11541000000028,41913.04,buy
0.01192,186.12733000000028,41913.0,buy
0.00835,186.1356800000003,41912.75,buy
0.00893,186.14461000000028,41912.64,buy
0.00047,186.1450800000003,41911.8,buy
0.00053,186.1456100000003,41911.34,buy
0.00079,186.14640000000028,41911.22,buy
0.00231,186.14871000000028,41911.0,buy
0.0018,186.15051000000028,41910.0,buy
0.00048,186.1509900000003,41909.74,buy
0.00159,186.15258000000028,41909.19,buy
0.00043,186.15301000000028,41909.09,buy
0.00186,186.15487000000027,41909.0,buy
0.00045,186.15532000000027,41908.53,buy
0.00156,186.15688000000029,41908.34,buy
0.00198,186.1588600000003,41908.15,buy
0.00026,186.15912000000029,41907.73,buy
0.00215,186.1612700000003,41906.81,buy
0.02,186.1812700000003,41906.63,buy
0.00049,186.1817600000003,41906.29,buy
0.0009,186.1826600000003,41905.59,buy
0.00613,186.18879000000032,41905.4,buy
0.00524,186.1940300000003,41905.3,buy
0.00119,186.19522000000032,41905.23,buy
0.018,186.21322000000032,41904.93,buy
0.00047,186.21369000000033,41904.78,buy
0.00047,186.21416000000033,41904.49,buy
2.0,188.21416000000033,41901.0,buy
0.01384,188.22800000000032,41900.61,buy
0.67608,188.90408000000033,41900.0,buy
0.0004,188.90448000000035,41899.9,buy
0.00057,188.90505000000036,41899.0,buy
0.05419,188.95924000000036,41898.94,buy
0.00244,188.96168000000037,41898.67,buy
0.0043,188.96598000000037,41898.37,buy
0.02,188.98598000000038,41898.0,buy
0.001,188.9869800000004,41897.95,buy
0.00053,188.98751000000038,41897.22,buy
0.00048,188.9879900000004,41896.24,buy
0.00235,188.9903400000004,41895.34,buy
0.0033,188.9936400000004,41894.73,buy
0.00465,188.9982900000004,41893.37,buy
0.00048,188.9987700000004,41892.85,buy
0.00048,188.99925000000042,41892.51,buy
0.00038,188.99963000000042,41892.24,buy
0.00057,189.00020000000043,41892.23,buy
0.00261,189.00281000000044,41891.19,buy
0.02989,189.03270000000043,41891.0,buy
0.00621,189.03891000000044,41890.63,buy
0.0004,189.03931000000046,41889.52,buy
0.01,189.04931000000045,41888.88,buy
0.0007,189.05001000000044,41888.86,buy
0.00375,189.05376000000044,41888.04,buy
0.13592,189.18968000000044,41888.0,buy
0.00357,189.19325000000043,41887.75,buy
0.0005,189.19375000000042,41887.54,buy
0.00059,189.1943400000004,41887.16,buy
0.00089,189.1952300000004,41886.85,buy
0.00028,189.1955100000004,41885.61,buy
0.03336,189.2288700000004,41885.29,buy
0.00079,189.2296600000004,41883.67,buy
0.00087,189.23053000000039,41882.28,buy
0.001,189.2315300000004,41881.24,buy
0.00204,189.23357000000038,41881.23,buy
0.00055,189.2341200000004,41880.58,buy
0.00047,189.2345900000004,41880.01,buy
0.00048,189.2350700000004,41879.74,buy
0.00047,189.2355400000004,41879.26,buy
0.00035,189.2358900000004,41878.06,buy
0.00477,189.24066000000042,41877.55,buy
0.00047,189.24113000000042,41876.8,buy
0.00748,189.2486100000004,41876.52,buy
0.00071,189.2493200000004,41876.26,buy
0.00061,189.2499300000004,41875.26,buy
0.00692,189.2568500000004,41875.21,buy
0.00597,189.2628200000004,41875.0,buy
0.00082,189.2636400000004,41874.99,buy
0.00917,189.27281000000042,41873.93,buy
0.00046,189.27327000000042,41873.67,buy
0.00025,189.27352000000042,41872.44,buy
0.00026,189.27378000000041,41871.38,buy
0.00121,189.2749900000004,41870.88,buy
0.00055,189.2755400000004,41870.44,buy
0.12388,189.39942000000042,41869.55,buy
0.00502,189.40444000000042,41869.0,buy
2.59202,191.9964600000004,41868.67,buy
0.00166,191.9981200000004,41868.19,buy
0.00047,191.9985900000004,41868.03,buy
0.0006,191.9991900000004,41867.86,buy
0.00025,191.9994400000004,41867.46,buy
0.00261,192.0020500000004,41867.14,buy
0.00038,192.0024300000004,41866.9,buy
0.00199,192.0044200000004,41866.38,buy
0.00052,192.0049400000004,41866.1,buy
0.00133,192.0062700000004,41865.8,buy
0.0005,192.0067700000004,41865.73,buy
0.0005,192.00727000000037,41865.72,buy
0.00072,192.00799000000038,41865.5,buy
0.00068,192.00867000000036,41865.44,buy
0.00048,192.00915000000037,41862.89,buy
0.01,192.01915000000037,41860.8,buy
0.00049,192.01964000000038,41860.45,buy
0.06132,192.08096000000037,41860.0,buy
0.00236,192.08332000000038,41859.92,buy
0.06781,192.1511300000004,41859.0,buy
0.00638,192.1575100000004,41858.1,buy
0.00053,192.1580400000004,41857.98,buy
0.00199,192.1600300000004,41857.14,buy
0.00108,192.1611100000004,41857.12,buy
0.00691,192.1680200000004,41857.0,buy
0.00026,192.1682800000004,41856.43,buy
0.00031,192.16859000000042,41856.25,buy
0.00079,192.16938000000042,41856.12,buy
0.2523,192.4216800000004,41855.77,buy
0.00064,192.4223200000004,41855.39,buy
0.0014,192.4237200000004,41855.34,buy
0.00279,192.4265100000004,41855.26,buy
0.00136,192.4278700000004,41855.03,buy
0.001,192.42887000000042,41853.21,buy
0.0037,192.43257000000042,41852.4,buy
0.00026,192.43283000000042,41852.34,buy
0.00216,192.43499000000043,41851.72,buy
0.00951,192.44450000000043,41851.69,buy
0.00026,192.44476000000043,41850.8,buy
0.01832,192.46308000000042,41850.52,buy
7.90944,200.3725200000004,41850.0,buy
0.00089,200.3734100000004,41848.89,buy
0.0005,200.3739100000004,41848.08,buy
0.0004,200.3743100000004,41847.67,buy
0.00054,200.3748500000004,41846.93,buy
0.00135,200.3762000000004,41845.96,buy
0.0003,200.37650000000042,41845.37,buy
0.00051,200.3770100000004,41845.35,buy
0.00056,200.37757000000042,41845.31,buy
0.00289,200.38046000000043,41843.75,buy
0.00072,200.38118000000043,41843.68,buy
0.00082,200.38200000000043,41843.58,buy
0.00047,200.38247000000044,41843.2,buy
0.00261,200.38508000000044,41843.11,buy
0.00107,200.38615000000044,41841.46,buy
0.00025,200.38640000000044,41840.0,buy
0.07244,200.45884000000044,41839.22,buy
0.0005,200.45934000000042,41837.39,buy
0.00218,200.46152000000043,41836.73,buy
0.00541,200.46693000000045,41836.69,buy
0.00024,200.46717000000044,41835.38,buy
0.00038,200.46755000000044,41835.11,buy
0.00485,200.47240000000045,41834.62,buy
0.00693,200.47933000000046,41833.16,buy
0.01089,200.49022000000045,41832.97,buy
0.00096,200.49118000000044,41832.7,buy
0.00035,200.49153000000044,41832.62,buy
0.01004,200.50157000000044,41832.54,buy
0.00047,200.50204000000045,41831.23,buy
0.00054,200.50258000000045,41830.53,buy
0.00028,200.50286000000045,41829.23,buy
0.00079,200.50365000000045,41828.57,buy
0.00265,200.50630000000044,41828.0,buy
0.00067,200.50697000000045,41826.57,buy
0.0007,200.50767000000045,41826.56,buy
0.00224,200.50991000000045,41826.53,buy
0.00084,200.51075000000046,41826.5,buy
0.0003,200.51105000000047,41826.08,buy
0.00159,200.51264000000046,41825.81,buy
0.00321,200.51585000000046,41825.47,buy
0.00047,200.51632000000046,41825.34,buy
0.00373,200.52005000000045,41825.26,buy
0.00113,200.52118000000044,41825.02,buy
0.00199,200.52317000000045,41824.66,buy
0.0115,200.53467000000046,41823.13,buy
0.01,200.54467000000045,41821.21,buy
0.00048,200.54515000000046,41821.14,buy
0.00071,200.54586000000046,41820.02,buy
0.02869,200.57455000000047,41820.0,buy
0.0004,200.57495000000048,41819.37,buy
0.00261,200.5775600000005,41819.09,buy
0.00111,200.5786700000005,41819.04,buy
0.00132,200.5799900000005,41819.02,buy
0.00047,200.5804600000005,41818.95,buy
0.00027,200.5807300000005,41818.79,buy
0.0006,200.5813300000005,41818.48,buy
0.00025,200.58158000000049,41818.18,buy
0.00637,200.5879500000005,41818.04,buy
0.00291,200.5908600000005,41817.24,buy
0.00398,200.59484000000052,41816.97,buy
0.00028,200.59512000000052,41816.94,buy
0.00436,200.5994800000005,41816.23,buy
0.00047,200.59995000000052,41815.99,buy
0.00144,200.60139000000052,41815.98,buy
0.00049,200.60188000000053,41814.65,buy
0.00026,200.60214000000053,41814.58,buy
0.0013,200.60344000000052,41813.26,buy
0.00184,200.6052800000005,41812.98,buy
0.00153,200.6068100000005,41812.94,buy
0.00089,200.6077000000005,41810.96,buy
0.01636,200.6240600000005,41810.0,buy
0.00063,200.6246900000005,41809.37,buy
0.00047,200.6251600000005,41809.32,buy
0.00034,200.6255000000005,41809.3,buy
0.02512,200.6506200000005,41808.48,buy
0.01974,200.6703600000005,41808.07,buy
0.01049,200.6808500000005,41808.05,buy
0.00038,200.6812300000005,41807.84,buy
0.00033,200.6815600000005,41807.4,buy
0.00084,200.6824000000005,41806.64,buy
0.0013,200.6837000000005,41806.47,buy
0.00066,200.6843600000005,41806.18,buy
0.00101,200.68537000000052,41806.11,buy
0.0004,200.68577000000053,41805.86,buy
0.08019,200.76596000000052,41805.0,buy
0.00053,200.76649000000052,41804.69,buy
0.003,200.7694900000005,41803.72,buy
0.00081,200.7703000000005,41803.7,buy
0.00061,200.7709100000005,41801.37,buy
0.0008,200.7717100000005,41801.13,buy
0.00079,200.7725000000005,41801.02,buy
2.005,202.7775000000005,41801.0,buy
1.26334,204.0408400000005,41800.0,buy
0.00044,204.04128000000048,41799.85,buy
0.00079,204.04207000000048,41799.79,buy
0.02101,204.06308000000047,41799.0,buy
0.0012,204.06428000000048,41798.74,buy
0.00146,204.0657400000005,41798.66,buy
0.0004,204.0661400000005,41797.77,buy
0.00069,204.0668300000005,41797.75,buy
0.00049,204.0673200000005,41797.37,buy
0.00364,204.0709600000005,41796.91,buy
0.007,204.0779600000005,41796.38,buy
0.02091,204.0988700000005,41796.0,buy
0.00325,204.1021200000005,41795.91,buy
0.00033,204.1024500000005,41795.74,buy
0.00262,204.1050700000005,41795.09,buy
0.00045,204.1055200000005,41794.87,buy
0.00047,204.1059900000005,41794.75,buy
0.00129,204.10728000000051,41794.57,buy
0.80894,204.91622000000052,41793.0,buy
0.00239,204.9186100000005,41792.4,buy
0.00033,204.9189400000005,41792.02,buy
0.00043,204.9193700000005,41791.73,buy
0.00088,204.9202500000005,41791.7,buy
0.00693,204.9271800000005,41791.12,buy
0.1,205.0271800000005,41791.0,buy
0.00478,205.0319600000005,41789.98,buy
0.0007,205.0326600000005,41789.86,buy
0.00026,205.0329200000005,41789.65,buy
0.00028,205.0332000000005,41789.6,buy
0.29287,205.3260700000005,41789.0,buy
0.04011,205.3661800000005,41787.7,buy
0.00107,205.3672500000005,41787.23,buy
0.04027,205.4075200000005,41785.71,buy
0.00056,205.4080800000005,41784.96,buy
0.00291,205.4109900000005,41784.49,buy
0.00919,205.4201800000005,41784.37,buy
0.00199,205.4221700000005,41782.98,buy
0.00302,205.4251900000005,41782.66,buy
0.0005,205.4256900000005,41782.6,buy
0.00623,205.43192000000047,41782.54,buy
0.00048,205.43240000000048,41781.93,buy
0.00048,205.4328800000005,41781.65,buy
0.00025,205.4331300000005,41780.61,buy
0.00035,205.4334800000005,41780.29,buy
0.01436,205.4478400000005,41780.0,buy
0.00119,205.4490300000005,41779.89,buy
0.00064,205.4496700000005,41779.29,buy
0.00048,205.45015000000052,41778.19,buy
0.00052,205.4506700000005,41777.77,buy
0.02388,205.4745500000005,41777.76,buy
0.01351,205.4880600000005,41777.73,buy
1.25,206.7380600000005,41777.0,buy
0.00051,206.7385700000005,41775.32,buy
0.018,206.7565700000005,41774.29,buy
0.00155,206.7581200000005,41774.04,buy
0.00079,206.7589100000005,41773.46,buy
0.0009,206.7598100000005,41773.07,buy
0.00028,206.7600900000005,41772.93,buy
0.00049,206.76058000000052,41772.92,buy
0.00033,206.7609100000005,41772.46,buy
0.00262,206.76353000000051,41771.1,buy
0.00033,206.7638600000005,41770.75,buy
0.00109,206.7649500000005,41770.44,buy
0.00091,206.76586000000052,41770.12,buy
0.0006,206.7664600000005,41769.1,buy
0.00344,206.76990000000052,41769.08,buy
0.00049,206.77039000000053,41768.91,buy
0.00211,206.77250000000052,41768.77,buy
0.00042,206.7729200000005,41767.8,buy
0.0028,206.77572000000052,41767.43,buy
0.00475,206.78047000000052,41766.79,buy
0.0019,206.78237000000053,41766.23,buy
0.00199,206.78436000000053,41765.3,buy
0.00953,206.79389000000054,41764.69,buy
0.0007,206.79459000000054,41764.35,buy
0.00048,206.79507000000055,41764.11,buy
0.0004,206.79547000000056,41764.09,buy
0.00244,206.79791000000057,41763.9,buy
0.00358,206.80149000000057,41763.38,buy
0.00028,206.80177000000057,41763.01,buy
0.1514,206.95317000000057,41761.89,buy
0.0005,206.95367000000056,41761.77,buy
0.00047,206.95414000000056,41761.73,buy
0.0012,206.95534000000058,41760.91,buy
0.1068,207.06214000000057,41759.85,buy
0.00083,207.06297000000058,41758.46,buy
0.01,207.07297000000057,41758.0,buy
0.00048,207.07345000000058,41757.86,buy
0.00638,207.07983000000058,41757.73,buy
0.0005,207.08033000000057,41757.65,buy
0.00047,207.08080000000058,41757.06,buy
0.00051,207.08131000000057,41756.46,buy
0.00055,207.08186000000057,41756.41,buy
0.00281,207.08467000000059,41756.15,buy
0.00048,207.0851500000006,41755.37,buy
0.00541,207.0905600000006,41755.04,buy
0.00047,207.09103000000061,41754.61,buy
0.00718,207.09821000000062,41754.49,buy
0.00087,207.0990800000006,41752.55,buy
0.00204,207.1011200000006,41751.67,buy
0.00053,207.1016500000006,41751.46,buy
0.01325,207.1149000000006,41751.0,buy
0.0048,207.1197000000006,41750.81,buy
0.00497,207.12467000000058,41750.61,buy
0.0012,207.1258700000006,41750.01,buy
1.20772,208.33359000000058,41750.0,buy
0.00027,208.33386000000058,41749.99,buy
0.0075,208.34136000000058,41749.39,buy
0.00694,208.34830000000056,41749.08,buy
0.00082,208.34912000000057,41748.87,buy
0.00613,208.35525000000058,41748.32,buy
0.1,208.45525000000058,41747.96,buy
0.00126,208.45651000000058,41747.84,buy
0.00096,208.45747000000057,41747.56,buy
0.00262,208.46009000000058,41747.12,buy
0.00079,208.46088000000057,41745.91,buy
0.00272,208.46360000000058,41745.45,buy
0.0005,208.46410000000057,41744.91,buy
0.00057,208.46467000000058,41743.61,buy
0.0016,208.46627000000058,41742.59,buy
0.00087,208.46714000000057,41742.46,buy
0.00134,208.46848000000057,41741.88,buy
0.00826,208.47674000000058,41741.52,buy
