amount,total,price,type
0.00206,258.5229200000021,41238.13,buy
0.01168,258.5346000000021,41238.0,buy
0.00155,258.5361500000021,41237.44,buy
0.17999,258.7161400000021,41237.0,buy
0.00263,258.7187700000021,41236.88,buy
0.01568,258.7344500000021,41236.81,buy
0.02555,258.7600000000021,41236.0,buy
0.00025,258.7602500000021,41234.74,buy
0.00049,258.7607400000021,41234.65,buy
0.0029,258.7636400000021,41234.44,buy
0.00051,258.76415000000213,41234.3,buy
0.84145,259.60560000000214,41234.0,buy
0.00054,259.60614000000214,41233.44,buy
0.00828,259.61442000000216,41232.97,buy
0.00092,259.61534000000216,41232.61,buy
0.00376,259.61910000000216,41232.32,buy
0.00045,259.61955000000216,41230.76,buy
0.00027,259.61982000000216,41229.7,buy
0.00173,259.6215500000022,41229.6,buy
0.00025,259.62180000000217,41229.59,buy
0.00052,259.62232000000216,41229.43,buy
0.002,259.6243200000022,41229.3,buy
0.02,259.64432000000215,41229.24,buy
0.00248,259.64680000000214,41229.12,buy
0.00121,259.64801000000216,41228.74,buy
0.00027,259.64828000000216,41228.64,buy
0.06237,259.71065000000215,41227.8,buy
0.00031,259.71096000000216,41227.61,buy
0.00031,259.7112700000022,41226.86,buy
0.00061,259.71188000000217,41225.89,buy
0.0012,259.71308000000215,41225.19,buy
0.00121,259.71429000000217,41225.0,buy
0.0004,259.7146900000022,41224.87,buy
0.01091,259.7256000000022,41224.86,buy
0.00337,259.7289700000022,41224.48,buy
0.00482,259.7337900000022,41223.95,buy
0.0005,259.7342900000022,41223.86,buy
0.00029,259.7345800000022,41223.34,buy
0.0022,259.7367800000022,41223.23,buy
0.00265,259.73943000000224,41223.09,buy
0.00054,259.73997000000224,41222.91,buy
0.00079,259.74076000000224,41222.44,buy
0.00073,259.7414900000022,41222.26,buy
0.23712,259.9786100000022,41222.0,buy
0.10182,260.0804300000022,41221.46,buy
0.00081,260.0812400000022,41221.42,buy
0.0008,260.0820400000022,41220.59,buy
0.07351,260.1555500000022,41220.51,buy
0.00728,260.1628300000022,41220.0,buy
0.00048,260.1633100000022,41219.39,buy
0.00052,260.1638300000022,41219.28,buy
0.00062,260.1644500000022,41219.0,buy
0.00289,260.1673400000022,41218.75,buy
0.00028,260.16762000000216,41218.56,buy
0.00371,260.1713300000022,41218.22,buy
0.00229,260.1736200000022,41217.39,buy
0.00112,260.1747400000022,41216.93,buy
0.00028,260.1750200000022,41215.8,buy
1.01213,261.1871500000022,41215.0,buy
0.00199,261.18914000000217,41214.28,buy
0.00028,261.18942000000214,41214.11,buy
0.00242,261.1918400000021,41214.0,buy
0.00065,261.1924900000021,41213.49,buy
0.04343,261.2359200000021,41213.0,buy
0.0039,261.2398200000021,41212.57,buy
0.0003,261.2401200000021,41212.46,buy
0.00363,261.2437500000021,41212.0,buy
0.015,261.25875000000207,41211.83,buy
0.00111,261.25986000000205,41211.74,buy
0.12132,261.3811800000021,41211.72,buy
0.00096,261.3821400000021,41211.15,buy
0.00485,261.3869900000021,41211.0,buy
0.0003,261.38729000000205,41210.25,buy
0.00049,261.38778000000207,41209.44,buy
0.00061,261.38839000000206,41209.29,buy
0.00526,261.3936500000021,41209.13,buy
0.00051,261.3941600000021,41209.0,buy
0.00049,261.3946500000021,41208.9,buy
0.00091,261.3955600000021,41208.8,buy
0.00071,261.3962700000021,41208.62,buy
0.058,261.4542700000021,41208.0,buy
0.00048,261.4547500000021,41207.91,buy
0.00048,261.4552300000021,41207.79,buy
0.00068,261.45591000000206,41207.61,buy
0.00119,261.4571000000021,41207.43,buy
0.00025,261.45735000000207,41206.58,buy
0.00048,261.45783000000205,41206.18,buy
0.06299,261.52082000000206,41206.0,buy
0.00085,261.5216700000021,41205.33,buy
0.00335,261.5250200000021,41205.0,buy
0.00202,261.5270400000021,41203.78,buy
0.0004,261.5274400000021,41203.7,buy
0.00112,261.52856000000213,41203.29,buy
0.001,261.5295600000021,41202.64,buy
0.00703,261.5365900000021,41202.51,buy
0.00049,261.5370800000021,41202.46,buy
0.00048,261.5375600000021,41201.68,buy
0.01705,261.55461000000207,41201.1,buy
0.00649,261.56110000000206,41201.0,buy
0.00043,261.56153000000205,41200.83,buy
0.0012,261.56273000000203,41200.19,buy
0.00073,261.563460000002,41200.17,buy
0.00048,261.563940000002,41200.11,buy
0.00485,261.56879000000197,41200.07,buy
3.93685,265.50564000000196,41200.0,buy
0.00265,265.508290000002,41199.43,buy
0.00025,265.508540000002,41199.0,buy
0.00048,265.50902000000195,41198.38,buy
0.00404,265.51306000000193,41198.1,buy
0.00184,265.51490000000194,41197.92,buy
0.00048,265.5153800000019,41197.91,buy
0.00057,265.5159500000019,41195.61,buy
0.00079,265.5167400000019,41194.89,buy
0.00057,265.5173100000019,41194.85,buy
0.00132,265.5186300000019,41193.68,buy
0.00731,265.5259400000019,41193.05,buy
0.00301,265.52895000000194,41192.96,buy
0.00096,265.52991000000196,41192.69,buy
0.00049,265.530400000002,41191.06,buy
0.00035,265.530750000002,41191.01,buy
0.25637,265.787120000002,41190.67,buy
0.00089,265.78801000000203,41190.04,buy
0.00151,265.789520000002,41190.01,buy
0.0011,265.79062000000204,41190.0,buy
0.00069,265.79131000000206,41189.43,buy
0.06427,265.8555800000021,41189.11,buy
0.00088,265.8564600000021,41187.83,buy
0.13768,265.99414000000206,41186.93,buy
0.00028,265.99442000000204,41186.4,buy
0.01803,266.01245000000205,41186.0,buy
0.00146,266.01391000000206,41185.93,buy
0.0003,266.01421000000204,41185.19,buy
0.0085,266.02271000000206,41185.0,buy
0.00103,266.0237400000021,41184.22,buy
0.09712,266.1208600000021,41184.2,buy
0.0004,266.1212600000021,41183.68,buy
0.00324,266.1245000000021,41183.67,buy
0.00541,266.1299100000021,41183.46,buy
0.00301,266.1329200000021,41181.97,buy
0.00242,266.1353400000021,41181.69,buy
0.01488,266.1502200000021,41180.54,buy
0.00142,266.1516400000021,41180.15,buy
0.08759,266.23923000000207,41180.0,buy
0.00819,266.2474200000021,41179.94,buy
0.0005,266.24792000000207,41178.76,buy
0.00048,266.24840000000205,41178.55,buy
0.00034,266.24874000000204,41178.08,buy
0.0015,266.25024000000207,41177.77,buy
0.00073,266.25097000000204,41177.72,buy
0.01065,266.26162000000204,41176.52,buy
0.00061,266.26223000000203,41176.51,buy
0.00712,266.269350000002,41175.98,buy
0.00265,266.27200000000204,41175.78,buy
0.00138,266.273380000002,41175.61,buy
0.11941,266.39279000000204,41175.47,buy
0.0012,266.393990000002,41175.19,buy
0.0004,266.39439000000203,41175.17,buy
0.0009,266.39529000000203,41175.11,buy
0.00167,266.396960000002,41175.01,buy
0.00158,266.398540000002,41173.46,buy
0.00074,266.399280000002,41171.55,buy
0.00091,266.400190000002,41171.46,buy
0.00054,266.400730000002,41170.42,buy
0.18124,266.581970000002,41170.31,buy
2.0003,268.582270000002,41170.0,buy
0.00242,268.58469000000196,41169.0,buy
0.00027,268.58496000000196,41167.95,buy
0.00098,268.585940000002,41167.79,buy
0.00079,268.586730000002,41167.34,buy
0.02031,268.607040000002,41167.04,buy
0.00097,268.60801000000197,41167.0,buy
0.00997,268.617980000002,41166.66,buy
0.00028,268.61826000000195,41166.1,buy
0.30509,268.92335000000196,41165.32,buy
0.00162,268.92497000000196,41164.71,buy
0.02671,268.95168000000194,41164.3,buy
0.00272,268.95440000000195,41163.63,buy
0.00045,268.95485000000195,41163.18,buy
0.00932,268.96417000000196,41162.79,buy
0.00202,268.966190000002,41162.72,buy
0.001,268.96719000000195,41162.0,buy
0.00967,268.976860000002,41160.71,buy
0.00704,268.983900000002,41160.47,buy
0.00041,268.984310000002,41159.76,buy
0.05141,269.03572000000196,41159.0,buy
0.00121,269.036930000002,41158.77,buy
0.00028,269.03721000000195,41158.64,buy
0.00036,269.03757000000195,41158.0,buy
0.00284,269.04041000000194,41157.74,buy
0.00817,269.04858000000195,41156.89,buy
0.00052,269.04910000000194,41155.55,buy
0.00638,269.0554800000019,41155.54,buy
0.02636,269.08184000000193,41155.0,buy
0.02037,269.10221000000195,41154.13,buy
0.00029,269.10250000000195,41153.84,buy
0.7,269.80250000000194,41153.65,buy
0.00199,269.8044900000019,41153.06,buy
0.00038,269.8048700000019,41152.62,buy
0.00266,269.8075300000019,41152.15,buy
0.00048,269.8080100000019,41151.37,buy
0.00025,269.8082600000019,41151.08,buy
0.0243,269.8325600000019,41151.0,buy
0.00048,269.83304000000186,41150.99,buy
0.00048,269.83352000000184,41150.82,buy
0.00155,269.83507000000185,41150.76,buy
0.00036,269.83543000000185,41150.68,buy
0.00052,269.83595000000184,41150.3,buy
2.45381,272.2897600000018,41150.0,buy
0.00096,272.29072000000184,41149.01,buy
0.00095,272.29167000000183,41148.64,buy
0.00071,272.29238000000186,41147.33,buy
0.0243,272.31668000000184,41145.0,buy
0.00025,272.31693000000183,41144.57,buy
0.00671,272.32364000000183,41144.0,buy
0.00048,272.3241200000018,41143.89,buy
0.0178,272.34192000000183,41142.85,buy
0.0004,272.34232000000185,41142.53,buy
0.00055,272.3428700000018,41141.37,buy
0.00114,272.34401000000184,41141.26,buy
0.00056,272.34457000000185,41141.07,buy
0.012,272.35657000000185,41140.98,buy
0.0005,272.35707000000184,41140.89,buy
0.10477,272.4618400000018,41140.0,buy
0.00079,272.4626300000018,41139.79,buy
0.00179,272.46442000000184,41138.76,buy
0.0005,272.4649200000018,41138.55,buy
0.00486,272.46978000000183,41138.5,buy
0.00114,272.47092000000185,41137.93,buy
0.00025,272.47117000000185,41137.75,buy
0.06341,272.5345800000018,41137.0,buy
0.0045,272.53908000000183,41135.78,buy
0.00243,272.54151000000184,41134.3,buy
0.00091,272.5424200000018,41134.14,buy
0.0005,272.5429200000018,41133.71,buy
0.0039,272.5468200000018,41133.33,buy
0.00153,272.5483500000018,41133.27,buy
0.00137,272.5497200000018,41133.13,buy
0.00265,272.5523700000018,41132.0,buy
0.00507,272.5574400000018,41131.87,buy
0.00148,272.5589200000018,41131.52,buy
0.00067,272.55959000000183,41131.45,buy
0.02344,272.5830300000018,41131.0,buy
0.00486,272.58789000000183,41128.66,buy
0.00266,272.5905500000018,41128.53,buy
0.00049,272.59104000000184,41128.15,buy
0.00136,272.5924000000018,41127.76,buy
0.00031,272.59271000000183,41127.75,buy
0.00048,272.5931900000018,41127.52,buy
0.00071,272.59390000000184,41127.45,buy
0.00243,272.59633000000184,41127.29,buy
0.0004,272.59673000000186,41127.24,buy
0.00061,272.59734000000185,41127.13,buy
0.00025,272.59759000000184,41126.76,buy
0.00285,272.60044000000187,41126.68,buy
0.0024,272.6028400000019,41126.66,buy
0.02,272.6228400000019,41126.58,buy
0.00103,272.6238700000019,41126.26,buy
0.16097,272.7848400000019,41126.07,buy
0.00085,272.7856900000019,41125.93,buy
0.0019,272.7875900000019,41125.89,buy
0.00218,272.7897700000019,41125.7,buy
0.00239,272.7921600000019,41125.5,buy
0.00607,272.7982300000019,41125.0,buy
0.00048,272.7987100000019,41124.75,buy
0.00322,272.8019300000019,41124.68,buy
0.00083,272.8027600000019,41123.98,buy
0.00028,272.8030400000019,41123.74,buy
0.00034,272.8033800000019,41123.59,buy
0.00025,272.8036300000019,41123.43,buy
0.00156,272.80519000000186,41123.01,buy
0.00498,272.81017000000185,41123.0,buy
0.0053,272.8154700000018,41122.44,buy
0.00082,272.8162900000018,41121.86,buy
0.00202,272.8183100000018,41121.7,buy
0.00027,272.8185800000018,41121.37,buy
0.00202,272.82060000000183,41121.27,buy
0.00245,272.82305000000184,41121.0,buy
0.14142,272.9644700000018,41120.0,buy
0.00762,272.9720900000018,41119.47,buy
0.00033,272.9724200000018,41119.1,buy
0.00048,272.9729000000018,41119.07,buy
0.00705,272.9799500000018,41118.43,buy
0.00989,272.9898400000018,41118.0,buy
0.00048,272.99032000000176,41117.19,buy
0.00299,272.99331000000177,41116.4,buy
0.01,273.00331000000176,41115.91,buy
0.00105,273.0043600000018,41115.69,buy
0.06,273.0643600000018,41115.0,buy
0.00048,273.06484000000177,41114.66,buy
0.00791,273.07275000000175,41113.12,buy
0.00121,273.07396000000176,41113.0,buy
0.00048,273.07444000000174,41112.78,buy
0.00079,273.07523000000174,41112.24,buy
0.0003,273.0755300000017,41112.0,buy
0.01463,273.09016000000173,41111.88,buy
0.001,273.0911600000017,41111.69,buy
0.00119,273.0923500000017,41111.56,buy
0.04924,273.1415900000017,41111.11,buy
0.00121,273.1428000000017,41111.02,buy
0.00042,273.14322000000175,41111.01,buy
0.82388,273.9671000000017,41111.0,buy
0.01,273.9771000000017,41110.14,buy
0.00869,273.9857900000017,41110.04,buy
0.10279,274.08858000000174,41110.0,buy
0.00207,274.09065000000174,41109.88,buy
0.0016,274.09225000000174,41108.67,buy
0.00288,274.09513000000175,41106.5,buy
0.00027,274.09540000000175,41106.29,buy
0.00027,274.09567000000175,41105.33,buy
0.0009,274.09657000000175,41105.26,buy
0.00513,274.10170000000176,41105.0,buy
0.00266,274.10436000000175,41104.92,buy
0.00048,274.10484000000173,41104.56,buy
0.00121,274.10605000000174,41104.0,buy
0.0014,274.10745000000173,41103.68,buy
0.00053,274.10798000000176,41103.27,buy
0.00028,274.10826000000174,41103.24,buy
0.0013,274.10956000000175,41103.06,buy
0.00541,274.11497000000173,41101.81,buy
0.00088,274.1158500000017,41101.42,buy
0.02284,274.1386900000017,41101.0,buy
0.00066,274.1393500000017,41100.88,buy
0.00716,274.1465100000017,41100.85,buy
0.00025,274.1467600000017,41100.11,buy
0.77521,274.9219700000017,41100.02,buy
2.52816,277.4501300000017,41100.0,buy
0.17463,277.6247600000017,41099.93,buy
0.00092,277.6256800000017,41099.32,buy
0.00072,277.6264000000017,41099.0,buy
0.00049,277.6268900000017,41098.23,buy
0.00091,277.6278000000017,41096.87,buy
0.02291,277.6507100000017,41096.7,buy
0.00248,277.6531900000017,41096.5,buy
0.00314,277.6563300000017,41096.0,buy
0.00405,277.6603800000017,41095.85,buy
0.00633,277.6667100000017,41095.0,buy
0.0004,277.6671100000017,41094.65,buy
0.00039,277.66750000000167,41094.63,buy
0.06491,277.73241000000166,41094.53,buy
0.00239,277.73480000000166,41094.43,buy
0.00224,277.7370400000016,41091.83,buy
0.16168,277.8987200000016,41090.0,buy
0.05822,277.9569400000016,41089.93,buy
0.00026,277.95720000000165,41089.0,buy
0.07763,278.03483000000165,41088.93,buy
0.03302,278.06785000000167,41088.71,buy
0.13773,278.20558000000165,41088.62,buy
0.01,278.21558000000164,41087.02,buy
0.00048,278.2160600000016,41086.69,buy
0.00072,278.2167800000016,41086.13,buy
0.05241,278.26919000000163,41085.42,buy
0.01,278.2791900000016,41085.01,buy
0.00137,278.2805600000016,41085.0,buy
0.00079,278.2813500000016,41084.69,buy
0.02,278.3013500000016,41084.53,buy
0.00119,278.3025400000016,41084.0,buy
0.00083,278.3033700000016,41083.06,buy
0.00162,278.3049900000016,41082.81,buy
0.00049,278.30548000000164,41082.4,buy
0.001,278.3064800000016,41081.63,buy
0.00052,278.3070000000016,41081.43,buy
0.00266,278.3096600000016,41081.32,buy
0.00202,278.3116800000016,41080.72,buy
0.00391,278.31559000000163,41080.0,buy
0.00082,278.3164100000016,41077.76,buy
0.00061,278.3170200000016,41077.74,buy
0.03402,278.3510400000016,41077.68,buy
0.0073,278.3583400000016,41077.55,buy
0.0373,278.3956400000016,41077.0,buy
0.00706,278.40270000000163,41076.38,buy
0.00048,278.4031800000016,41076.2,buy
0.01217,278.41535000000164,41076.0,buy
0.00969,278.4250400000016,41075.15,buy
0.21468,278.6397200000016,41075.0,buy
0.00934,278.6490600000016,41074.75,buy
0.01447,278.66353000000163,41073.64,buy
0.00077,278.6643000000016,41073.62,buy
0.00096,278.66526000000164,41073.29,buy
0.00121,278.66647000000165,41073.02,buy
0.00049,278.66696000000167,41072.8,buy
0.03914,278.70610000000164,41071.42,buy
0.00285,278.70895000000166,41071.37,buy
0.00373,278.7126800000017,41071.28,buy
0.00087,278.7135500000017,41071.12,buy
0.00043,278.7139800000017,41070.74,buy
0.03826,278.7522400000017,41070.0,buy
0.00054,278.7527800000017,41069.15,buy
0.00027,278.7530500000017,41068.18,buy
0.01,278.76305000000167,41067.0,buy
0.10356,278.8666100000017,41066.93,buy
0.2057,0.2057,43228.11,sell
0.01992,0.22562,43228.15,sell
0.04477,0.27038999999999996,43228.63,sell
0.101,0.37139,43229.35,sell
0.00046,0.37185,43229.39,sell
0.00046,0.37231000000000003,43229.42,sell
0.00053,0.37284,43229.9,sell
0.01082,0.38366,43230.0,sell
0.00088,0.38454,43230.29,sell
0.00083,0.38537,43230.4,sell
0.00124,0.38661,43230.51,sell
0.0672,0.45381,43230.75,sell
0.02025,0.47406,43230.76,sell
0.01157,0.48563,43231.25,sell
0.00028,0.48591,43231.4,sell
0.00046,0.48637,43231.55,sell
0.00331,0.48968,43232.27,sell
0.00028,0.48996,43232.52,sell
0.00068,0.49064,43232.88,sell
0.0035,0.49414,43233.13,sell
0.02016,0.5143,43233.31,sell
0.00101,0.5153099999999999,43233.49,sell
0.0013,0.5166099999999999,43233.67,sell
0.00121,0.51782,43233.69,sell
0.00046,0.51828,43233.89,sell
0.00891,0.5271899999999999,43234.25,sell
0.11551,0.6426999999999999,43234.63,sell
0.00198,0.6446799999999999,43234.69,sell
0.02313,0.6678099999999999,43234.95,sell
0.05,0.71781,43235.01,sell
0.0005,0.7183099999999999,43235.19,sell
0.00138,0.7196899999999999,43235.29,sell
0.02338,0.7430699999999999,43235.3,sell
0.00092,0.7439899999999999,43235.34,sell
0.00116,0.74515,43235.75,sell
0.00997,0.75512,43235.97,sell
0.00046,0.75558,43235.99,sell
0.01142,0.767,43237.32,sell
0.00162,0.76862,43238.0,sell
0.00121,0.76983,43238.05,sell
0.01,0.77983,43238.57,sell
0.00416,0.7839900000000001,43239.3,sell
0.71939,1.50338,43239.33,sell
2.0,3.50338,43239.34,sell
0.09538,3.59876,43239.42,sell
0.00046,3.59922,43239.44,sell
0.05494,3.65416,43240.0,sell
0.11574,3.7699000000000003,43240.15,sell
0.00046,3.77036,43240.22,sell
0.01341,3.78377,43240.32,sell
0.0005,3.7842700000000002,43240.5,sell
0.00218,3.7864500000000003,43240.61,sell
0.00068,3.7871300000000003,43241.19,sell
0.00057,3.7877000000000005,43241.29,sell
0.08837,3.8760700000000003,43242.19,sell
0.00121,3.8772800000000003,43242.4,sell
0.19355,4.07083,43242.47,sell
0.003,4.07383,43242.66,sell
0.00014,4.07397,43243.3,sell
0.17615,4.25012,43243.55,sell
0.00046,4.25058,43243.69,sell
0.00052,4.2511,43243.74,sell
0.00265,4.25375,43244.0,sell
0.00046,4.2542100000000005,43244.11,sell
0.00027,4.254480000000001,43244.52,sell
0.00137,4.255850000000001,43244.89,sell
0.0005,4.25635,43244.9,sell
0.01,4.26635,43245.0,sell
0.00276,4.26911,43245.07,sell
0.00702,4.27613,43245.17,sell
0.00046,4.276590000000001,43245.26,sell
0.00087,4.2774600000000005,43245.28,sell
0.00212,4.27958,43245.68,sell
0.00047,4.28005,43245.77,sell
0.1,4.38005,43245.85,sell
0.00033,4.38038,43245.86,sell
0.00046,4.38084,43246.61,sell
0.20302,4.5838600000000005,43246.69,sell
0.00121,4.585070000000001,43246.75,sell
0.00253,4.587600000000001,43247.33,sell
0.00085,4.588450000000001,43247.46,sell
0.24944,4.837890000000001,43247.7,sell
0.00213,4.840020000000001,43247.8,sell
0.00606,4.846080000000001,43248.09,sell
0.01,4.85608,43248.19,sell
0.00024,4.85632,43248.21,sell
0.2066,5.06292,43248.28,sell
0.00047,5.06339,43248.49,sell
0.007,5.07039,43249.0,sell
0.19971,5.270099999999999,43249.43,sell
0.00047,5.270569999999999,43249.51,sell
0.19748,5.468049999999999,43249.52,sell
0.00046,5.468509999999999,43249.53,sell
0.194,5.662509999999999,43249.94,sell
0.00025,5.66276,43249.99,sell
0.13831,5.801069999999999,43250.0,sell
0.00042,5.801489999999999,43250.26,sell
0.03,5.83149,43250.5,sell
0.24591,6.0774,43250.72,sell
0.001,6.0784,43250.73,sell
0.0004,6.0788,43250.99,sell
0.0025,6.081300000000001,43251.0,sell
0.00078,6.08208,43251.02,sell
0.00121,6.083290000000001,43251.11,sell
0.06,6.14329,43251.57,sell
0.00046,6.143750000000001,43251.61,sell
0.00048,6.14423,43251.86,sell
0.09888,6.243110000000001,43252.15,sell
0.00211,6.245220000000001,43252.48,sell
0.0347,6.279920000000001,43252.51,sell
0.02312,6.30304,43252.52,sell
0.8,7.10304,43252.54,sell
2.28595,9.38899,43252.55,sell
0.00142,9.39041,43252.61,sell
0.00671,9.39712,43252.63,sell
0.00026,9.39738,43252.78,sell
0.00057,9.39795,43253.21,sell
0.12,9.517949999999999,43253.64,sell
0.00046,9.51841,43253.82,sell
0.00094,9.51935,43253.9,sell
0.00025,9.519599999999999,43254.0,sell
0.00893,9.528529999999998,43254.42,sell
0.0032,9.531729999999998,43254.5,sell
0.21163,9.743359999999997,43254.72,sell
0.00046,9.743819999999998,43254.9,sell
0.0007,9.744519999999998,43255.0,sell
0.00809,9.752609999999997,43255.03,sell
0.00054,9.753149999999998,43255.1,sell
0.00212,9.755269999999998,43255.16,sell
0.00025,9.755519999999997,43255.44,sell
0.00121,9.756729999999997,43255.46,sell
0.0005,9.757229999999998,43255.52,sell
0.0005,9.757729999999999,43255.59,sell
0.02415,9.78188,43255.86,sell
0.00148,9.78336,43256.04,sell
0.00046,9.78382,43256.15,sell
0.2044,9.98822,43256.62,sell
0.02649,10.014710000000001,43257.0,sell
0.00046,10.015170000000001,43257.03,sell
0.00042,10.015590000000001,43257.04,sell
0.00024,10.015830000000001,43257.46,sell
0.00132,10.01715,43257.47,sell
0.00033,10.01748,43257.58,sell
0.00374,10.021220000000001,43258.29,sell
0.05783,10.07905,43258.33,sell
0.00028,10.07933,43258.34,sell
0.00046,10.079790000000001,43258.59,sell
0.00026,10.080050000000002,43258.63,sell
0.15712,10.237170000000003,43258.71,sell
0.00046,10.237630000000003,43259.0,sell
0.00046,10.238090000000003,43259.12,sell
0.00177,10.239860000000004,43259.25,sell
0.2645,10.504360000000004,43259.53,sell
0.04829,10.552650000000003,43259.63,sell
0.10866,10.661310000000004,43259.79,sell
0.00121,10.662520000000004,43259.82,sell
0.04573,10.708250000000005,43259.84,sell
0.0606,10.768850000000006,43260.0,sell
0.00046,10.769310000000006,43260.34,sell
0.0019,10.771210000000005,43260.37,sell
0.00081,10.772020000000005,43260.52,sell
0.11804,10.890060000000005,43260.98,sell
0.0039,10.893960000000005,43261.54,sell
0.00046,10.894420000000006,43261.62,sell
0.205,11.099420000000006,43261.83,sell
0.00053,11.099950000000005,43262.43,sell
0.00046,11.100410000000005,43262.44,sell
0.00128,11.101690000000005,43262.51,sell
0.00638,11.108070000000005,43263.21,sell
0.20008,11.308150000000005,43263.67,sell
0.20708,11.515230000000004,43263.73,sell
0.00216,11.517390000000004,43263.88,sell
0.18138,11.698770000000005,43264.06,sell
0.00046,11.699230000000005,43264.12,sell
0.00121,11.700440000000006,43264.17,sell
0.00047,11.700910000000006,43264.29,sell
0.1661,11.867010000000006,43264.7,sell
1.2369,13.103910000000006,43265.0,sell
0.00924,13.113150000000006,43265.05,sell
0.00027,13.113420000000007,43265.1,sell
0.00922,13.122640000000006,43265.23,sell
0.00448,13.127120000000005,43265.3,sell
0.02066,13.147780000000004,43265.32,sell
0.18115,13.328930000000005,43265.64,sell
0.00217,13.331100000000005,43265.75,sell
0.00155,13.332650000000005,43266.49,sell
0.00525,13.337900000000005,43266.55,sell
0.00321,13.341110000000004,43266.62,sell
0.9,14.241110000000004,43266.66,sell
0.04829,14.289400000000004,43266.68,sell
0.00027,14.289670000000005,43267.0,sell
0.00193,14.291600000000004,43267.02,sell
0.00065,14.292250000000005,43267.07,sell
0.04829,14.340540000000004,43267.32,sell
0.09461,14.435150000000004,43267.76,sell
0.00026,14.435410000000005,43267.77,sell
0.39758,14.832990000000004,43267.89,sell
0.00361,14.836600000000004,43268.04,sell
0.0025,14.839100000000004,43268.13,sell
0.04829,14.887390000000003,43268.18,sell
0.00024,14.887630000000003,43268.35,sell
0.00121,14.888840000000004,43268.53,sell
0.00069,14.889530000000004,43268.61,sell
0.00236,14.891890000000004,43269.0,sell
0.00046,14.892350000000004,43269.12,sell
0.00115,14.893500000000005,43269.36,sell
0.00046,14.893960000000005,43269.58,sell
0.58,15.473960000000005,43269.59,sell
0.00025,15.474210000000005,43269.79,sell
0.09292,15.567130000000004,43269.89,sell
0.00326,15.570390000000003,43270.0,sell
0.0005,15.570890000000004,43270.63,sell
0.00024,15.571130000000004,43271.42,sell
0.00046,15.571590000000004,43271.62,sell
0.002,15.573590000000005,43271.85,sell
0.00253,15.576120000000005,43272.18,sell
0.0024,15.578520000000005,43272.19,sell
0.00045,15.578970000000005,43272.7,sell
0.00121,15.580180000000006,43272.89,sell
0.21,15.790180000000007,43273.02,sell
0.2,15.990180000000006,43273.17,sell
0.00251,15.992690000000005,43273.96,sell
0.00046,15.993150000000005,43274.13,sell
0.21,16.203150000000004,43274.24,sell
0.00462,16.207770000000004,43274.75,sell
0.01,16.217770000000005,43275.0,sell
0.00064,16.218410000000006,43275.37,sell
0.00215,16.220560000000006,43275.41,sell
0.00028,16.220840000000006,43275.51,sell
0.0009,16.221740000000008,43275.86,sell
0.00386,16.225600000000007,43276.07,sell
0.0016,16.227200000000007,43276.53,sell
0.00046,16.227660000000007,43276.63,sell
0.00121,16.228870000000008,43277.24,sell
3.50918,19.73805000000001,43277.42,sell
0.04637,19.784420000000008,43277.43,sell
0.3622,20.14662000000001,43277.54,sell
0.00201,20.148630000000008,43277.67,sell
0.0005,20.149130000000007,43277.98,sell
0.00046,20.149590000000007,43278.02,sell
0.05,20.199590000000008,43278.83,sell
0.2314,20.43099000000001,43278.94,sell
0.00024,20.43123000000001,43279.0,sell
0.00046,20.43169000000001,43279.13,sell
0.11,20.54169000000001,43279.59,sell
0.11136,20.65305000000001,43280.0,sell
0.00175,20.654800000000012,43280.01,sell
0.01646,20.67126000000001,43280.49,sell
0.00276,20.67402000000001,43280.61,sell
0.2,20.87402000000001,43280.81,sell
0.00271,20.87673000000001,43281.33,sell
0.00028,20.87701000000001,43281.35,sell
0.00121,20.87822000000001,43281.59,sell
0.00046,20.87868000000001,43281.63,sell
0.00156,20.88024000000001,43282.68,sell
0.00094,20.88118000000001,43282.77,sell
0.00231,20.883490000000013,43283.04,sell
0.00144,20.88493000000001,43283.37,sell
0.00046,20.88539000000001,43284.27,sell
0.00087,20.88626000000001,43284.5,sell
0.0003,20.88656000000001,43284.65,sell
0.5,21.38656000000001,43284.96,sell
0.00049,21.38705000000001,43284.97,sell
1.22679,22.61384000000001,43285.02,sell
0.0034,22.61724000000001,43285.1,sell
0.00198,22.61922000000001,43285.26,sell
0.00261,22.62183000000001,43285.47,sell
0.00046,22.62229000000001,43285.63,sell
0.017,22.63929000000001,43285.71,sell
0.00121,22.64050000000001,43285.95,sell
0.0004,22.64090000000001,43286.5,sell
0.00214,22.64304000000001,43286.57,sell
0.00116,22.64420000000001,43286.87,sell
0.1,22.74420000000001,43287.31,sell
0.2,22.94420000000001,43287.99,sell
0.00275,22.946950000000008,43288.19,sell
0.23101,23.17796000000001,43288.63,sell
0.00128,23.17924000000001,43289.08,sell
0.00046,23.17970000000001,43289.13,sell
0.0817,23.261400000000013,43289.58,sell
0.00152,23.262920000000012,43289.66,sell
0.0109,23.27382000000001,43290.0,sell
0.00121,23.27503000000001,43290.31,sell
0.00046,23.275490000000012,43291.63,sell
0.05,23.325490000000013,43291.82,sell
0.80282,24.128310000000013,43291.98,sell
0.0024,24.130710000000015,43292.26,sell
0.34999,24.480700000000013,43292.32,sell
0.00048,24.481180000000013,43292.37,sell
0.00046,24.481640000000013,43292.45,sell
